,point,var
0,4.770319999999941,2.8045154975998883
1,9.17781999999989,10.1058820475996
2,13.031309999999946,24.607152783900005
3,16.46291999999982,41.587834673598394
4,19.645250000000132,63.27374493750086
5,21.620579999999915,88.21863126359915
6,24.71350000000008,109.01693215000081
7,26.07551999999977,131.30916392959526
8,27.175950000000093,161.85466149750425
9,28.106700000000142,189.69318511000398
10,29.455579999999898,207.79284886359792
11,30.485159999999922,231.73216057439635
12,30.29858000000006,256.8013413836028
13,30.86972000000009,269.1663295216021
14,30.791999999999895,281.924675999997
15,31.798559999999867,309.96720432639194
16,30.949180000000155,267.48276752760484
17,30.618359999999985,289.3952965104023
18,30.654599999999977,276.2803178399971
19,30.685200000000034,311.5145009600046
20,30.420390000000072,268.13245934790035
21,30.38771999999994,280.9145740015975
22,29.414239999999978,249.769119822398
23,28.358639999999976,228.52437575039983
24,28.3055,246.02079475
25,28.77550000000002,240.35256895000018
26,27.99657000000001,219.4232787351017
27,27.54416000000004,226.01305789440156
28,27.203739999999954,200.57079341239972
29,26.7585,195.6710677499986
30,26.366429999999998,180.7702687551007
31,25.819520000000015,172.43088936959992
32,26.354789999999944,175.6875239558984
33,25.92670000000002,178.24271231000162
34,24.78525000000003,166.22891993750096
35,25.27487999999998,165.5926073855995
36,24.41185999999999,148.83651854039962
37,24.657440000000005,151.91160944640038
38,24.81141000000002,152.1650743119004
39,24.686799999999973,147.85934575999923
40,23.81607999999999,132.86998123359925
41,23.274720000000034,134.2730241216009
42,23.28363999999999,136.87963875039998
43,23.106160000000003,136.26687085439983
44,22.259699999999988,116.6353109100002
45,21.90014000000003,113.80231398040038
46,22.53273999999999,111.94916789239959
47,21.87744000000001,102.44273264639982
48,21.896139999999992,110.76951170039986
49,20.8855,97.06313975
50,20.492820000000005,90.74079464760018
51,21.004879999999996,100.7993777856002
52,20.291580000000007,88.65940070360026
53,20.766239999999982,89.30135226239975
54,20.176750000000013,90.23628693749997
55,20.698159999999998,88.86655021439994
56,20.181990000000006,89.33559273990006
57,19.67765999999998,77.96597172439965
58,19.92843,82.34280123510014
59,19.484400000000008,78.92903664000026
60,20.131829999999987,85.91230515109986
61,19.094759999999997,78.59103974239997
62,18.78282,74.9678230476
63,19.226240000000004,72.5013786624001
64,18.686199999999992,72.27474955999979
65,19.017899999999997,72.4806927899999
66,18.24477000000001,64.29129594710024
67,17.858159999999994,59.19337581439997
68,17.789580000000008,59.37370542360007
69,18.372199999999992,65.75774716
70,17.74290000000001,60.46472819000012
71,17.789759999999994,60.55053834239991
72,17.23457000000001,58.323836815099995
73,16.997059999999994,57.133319756399885
74,17.1255,58.43724974999999
75,17.377400000000005,61.436294040000085
76,17.327309999999994,59.88052306389997
77,16.737239999999996,51.664254782400064
78,16.151549999999993,48.905084497499914
79,16.720000000000002,55.93472000000003
80,16.320690000000003,47.491666623899945
81,16.594340000000003,51.00478836440002
82,16.433169999999997,50.65385185109988
83,16.451400000000003,59.46851484000003
84,16.132150000000003,49.86735387750008
85,16.223899999999993,44.25527878999995
86,16.06542,47.45524122360003
87,15.890160000000002,46.737944774399985
88,15.824200000000005,44.02460116000004
89,15.4431,41.40373238999993
90,15.322580000000002,44.36442734359999
91,15.485440000000006,42.01679920640009
92,14.68005,37.30553709749998
93,15.01838,44.062013775600036
94,14.872249999999996,37.332792437499954
95,15.134400000000007,41.20084224000007
96,14.6567,42.050608709999956
97,15.073380000000004,43.221686975600015
98,14.44113,34.19023082309996
99,14.502,38.723996
